NAME,Time First,First Counter,Time Last,Last Counter,Timestamp,Energy
JONICA,192.168.78.2,PING EMBEDDED FAILED,192.168.78.1,PING ROUTER FAILED
MEDI1,2025-09-01T00:00:01.37+02:00,414668.1,2025-09-30T23:59:59.499+02:00,419348.4,2025-09-01T00:00:00.000000001+02:00,4680.300000000047
LACEDONIA,2025-09-10T08:54:30.913+02:00,19650654,2025-09-30T23:59:59.965+02:00,630737,2025-09-01T00:00:00.000000001+02:00,-19019917
GARWIND,2025-09-01T00:00:00.351+02:00,811946.6,2025-09-30T23:59:58.821+02:00,820080.6,2025-09-01T00:00:00.000000001+02:00,8134
DELICETO,2025-09-04T06:10:09.949+02:00,725799.5,2025-09-30T23:59:59.801+02:00,732769.1,2025-09-01T00:00:00.000000001+02:00,6969.599999999977
BICCARI3,2025-09-01T00:00:00.127+02:00,525696.9,2025-09-14T10:24:51.222+02:00,527684.3,2025-09-01T00:00:00.000000001+02:00,1987.4000000000233
RUOCCOTROIA,192.168.87.2,PING EMBEDDED FAILED,192.168.87.1,PING ROUTER FAILED
RUOCCOLUCERA,2025-09-01T00:00:00.49+02:00,476326.3,2025-09-27T18:55:58.048+02:00,481072.4,2025-09-01T00:00:00.000000001+02:00,4746.100000000035
SOLOUNO,2025-09-05T12:39:56.045+02:00,213515.4,2025-09-30T23:59:59.263+02:00,221882.4,2025-09-01T00:00:00.000000001+02:00,8367
ORSARA,2025-09-04T09:14:55.818+02:00,590697.9,2025-09-30T23:59:58.914+02:00,597971.6,2025-09-01T00:00:00.000000001+02:00,7273.699999999953
PIA,NO DATA
ARCOSTUDIO,192.168.92.2,PING EMBEDDED FAILED,192.168.92.1,PING ROUTER FAILED
MATERA1,2025-09-01T00:00:00.729+02:00,142315.1,2025-09-23T21:34:47.827+02:00,146298.5,2025-09-01T00:00:00.000000001+02:00,3983.399999999994
MATERA2,192.168.94.2,PING EMBEDDED FAILED,192.168.94.1,PING ROUTER OK
POMARICO,192.168.95.2,PING EMBEDDED FAILED,192.168.95.1,PING ROUTER OK
FERRANDINA1,2025-09-01T00:00:00.788+02:00,153709.8,2025-09-30T23:59:59.806+02:00,159300.1,2025-09-01T00:00:00.000000001+02:00,5590.3000000000175
FERRANDINA2,2025-09-01T00:00:00.257+02:00,130391.1,2025-09-30T23:59:59.564+02:00,135814.8,2025-09-01T00:00:00.000000001+02:00,5423.6999999999825
