NAME,Time First,First Counter,Time Last,Last Counter,Timestamp,Energy
MEDI1,2025-11-19T12:53:03.065+01:00,430660,2025-11-30T23:59:59.223+01:00,434141.3,2025-11-01T00:00:00.000000001+01:00,3481.2999999999884
LACEDONIA,2025-11-01T00:00:01.167+01:00,642920.4,2025-11-30T23:59:58.661+01:00,649371.4,2025-11-01T00:00:00.000000001+01:00,6451
GARWIND,2025-11-01T00:00:00.486+01:00,833908.2,2025-11-30T23:59:58.789+01:00,841687.9,2025-11-01T00:00:00.000000001+01:00,7779.70000000007
DELICETO,2025-11-01T00:00:00.438+01:00,747787.6,2025-11-30T23:59:59.892+01:00,755246.4,2025-11-01T00:00:00.000000001+01:00,7458.800000000047
BICCARI3,2025-11-01T00:00:00.559+01:00,540960,2025-11-30T23:59:59.207+01:00,545652.7,2025-11-01T00:00:00.000000001+01:00,4692.699999999953
RUOCCOTROIA,192.168.87.2,PING EMBEDDED FAILED,192.168.87.1,PING ROUTER FAILED
RUOCCOLUCERA,192.168.88.2,PING EMBEDDED FAILED,192.168.88.1,PING ROUTER FAILED
SOLOUNO,2025-11-01T00:00:00.711+01:00,235417.2,2025-11-30T23:59:59.082+01:00,244943.1,2025-11-01T00:00:00.000000001+01:00,9525.899999999994
ORSARA,2025-11-01T00:00:01.06+01:00,611680.9,2025-11-30T20:59:34.586+01:00,618590.7,2025-11-01T00:00:00.000000001+01:00,6909.79999999993
PIA,2025-11-01T00:00:00.332+01:00,627570.7,2025-11-30T23:59:59.399+01:00,632751.3,2025-11-01T00:00:00.000000001+01:00,5180.600000000093
ARCOSTUDIO,192.168.92.2,PING EMBEDDED FAILED,192.168.92.1,PING ROUTER FAILED
MATERA1,2025-11-11T05:10:16.583+01:00,160325.7,2025-11-30T23:59:59.68+01:00,166008.5,2025-11-01T00:00:00.000000001+01:00,5682.799999999988
MATERA2,192.168.94.2,ERROR,
POMARICO,192.168.95.2,PING EMBEDDED FAILED,192.168.95.1,PING ROUTER OK
FERRANDINA1,2025-11-01T00:00:01.03+01:00,166938.3,2025-11-30T23:59:59.997+01:00,175069.8,2025-11-01T00:00:00.000000001+01:00,8131.5
FERRANDINA2,2025-11-01T00:00:00.565+01:00,145729.5,2025-11-30T23:59:59.069+01:00,166447,2025-11-01T00:00:00.000000001+01:00,20717.5
