NAME,Time First,First Counter,Time Last,Last Counter,Timestamp,Energy
SN1,192.168.30.11,PING EMBEDDED FAILED,192.168.30.14,PING ROUTER OK
SN2,2025-10-01T15:18:45.514+02:00,93725.3,2025-10-08T09:51:09.425+02:00,99140.7,2025-10-01T00:00:00.000000001+02:00,5415.399999999994
PTRC,2025-10-01T00:00:00.661+02:00,153085.8,2025-10-08T09:51:15.175+02:00,158513.6,2025-10-01T00:00:00.000000001+02:00,5427.8000000000175
STRN,192.168.30.52,ERROR,Error: No such container: plc-datalog-influxDB-1
SN3,2025-10-01T00:00:00.227+02:00,118279.4,2025-10-08T09:51:26.205+02:00,123120,2025-10-01T00:00:00.000000001+02:00,4840.600000000006
SN4,192.168.30.54,PING EMBEDDED FAILED,192.168.30.14,PING ROUTER OK
ZINGAD,2025-10-01T00:00:00.98+02:00,182008.3,2025-10-08T09:51:40.216+02:00,187587.7,2025-10-01T00:00:00.000000001+02:00,5579.400000000023
BOVINO,2025-10-01T00:00:00.989+02:00,181234.3,2025-10-08T09:51:46.423+02:00,186262.2,2025-10-01T00:00:00.000000001+02:00,5027.900000000023
LENA,192.168.33.2,PING EMBEDDED FAILED,192.168.33.1,PING ROUTER FAILED
MINICHILLO,2025-10-01T00:00:00.434+02:00,450455.1,2025-10-08T09:52:13.041+02:00,456240.8,2025-10-01T00:00:00.000000001+02:00,5785.700000000012
ZINGAG,2025-10-01T00:00:00.749+02:00,187361.3,2025-10-08T09:52:21.627+02:00,192576.9,2025-10-01T00:00:00.000000001+02:00,5215.600000000006
LENA2,192.168.36.2,PING EMBEDDED FAILED,192.168.36.1,PING ROUTER FAILED
ALDO2,2025-10-01T00:00:00.867+02:00,853875.1,2025-10-08T09:52:47.695+02:00,858167.7,2025-10-01T00:00:00.000000001+02:00,4292.599999999977
RITOLI,192.168.38.2,ERROR,Error: No such container: plc-datalog-influxDB-1
ALDO3,2025-10-01T00:00:00.972+02:00,860009.4,2025-10-08T09:53:00.22+02:00,864189.1,2025-10-01T00:00:00.000000001+02:00,4179.699999999953
BICCARI,2025-10-06T11:26:04.117+02:00,68417.9,2025-10-08T09:53:05.589+02:00,69222.9,2025-10-01T00:00:00.000000001+02:00,805
